plot,habitat,ranch,bdffp_reserve_no,ha_id_number,tag_number,x,y,year
2107,1-ha,DIM,2107,275,283,3.7,1.7,2009
2107,1-ha,DIM,2107,277,285,5.1,4.9,2009
2107,1-ha,DIM,2107,279,288,9.3,3.1,2009
2107,1-ha,DIM,2107,28,29,6.2,3.6,2009
2107,1-ha,DIM,2107,280,289,4.9,5.2,2009
2107,1-ha,DIM,2107,281,290,1.8,4.3,2009
2107,1-ha,DIM,2107,282,292,8.7,7.4,2009
2107,1-ha,DIM,2107,283,293,1,6.5,2009
2107,1-ha,DIM,2107,284,294,5.1,8.2,2009
2107,1-ha,DIM,2107,287,297,6.4,1.8,2009
2107,1-ha,DIM,2107,288,298,6.3,1.7,2009
2107,1-ha,DIM,2107,29,30,9.5,8.4,2009
2107,1-ha,DIM,2107,290,300,6.9,1.1,2009
2107,1-ha,DIM,2107,291,301,8.7,8.8,2009
2107,1-ha,DIM,2107,292,302,5,1.5,2009
2107,1-ha,DIM,2107,293,303,3.8,7.5,2009
2107,1-ha,DIM,2107,295,305,8.7,5,2009
2107,1-ha,DIM,2107,297,307,7.1,3.1,2009
2107,1-ha,DIM,2107,298,308,6.7,6.2,2009
2107,1-ha,DIM,2107,299,309,2,8,2009
2107,1-ha,DIM,2107,3,3,8.9,9.7,2009
2107,1-ha,DIM,2107,30,31,9.2,1.2,2009
2107,1-ha,DIM,2107,301,311,6.4,10,2009
2107,1-ha,DIM,2107,304,314,8.2,8.4,2009
2107,1-ha,DIM,2107,308,319,1.95,1.35,2009
2107,1-ha,DIM,2107,31,32,9.6,6.2,2009
2107,1-ha,DIM,2107,312,330,3.8,5.6,2009
2107,1-ha,DIM,2107,313,331,2.8,6.4,2009
2107,1-ha,DIM,2107,314,332,6.2,2.25,2009
2107,1-ha,DIM,2107,316,334,5.5,5.8,2009
2107,1-ha,DIM,2107,318,339,2.8,4.4,2009
2107,1-ha,DIM,2107,319,340,8.3,4.5,2009
2107,1-ha,DIM,2107,32,33,2.6,4,2009
2107,1-ha,DIM,2107,320,364,2.1,1.2,2009
2107,1-ha,DIM,2107,323,376,6.71,3.05,2009
2107,1-ha,DIM,2107,324,377,3.5,1.7,2009
2107,1-ha,DIM,2107,325,382,7.7,4.5,2009
2107,1-ha,DIM,2107,327,384,5.85,7.45,2009
2107,1-ha,DIM,2107,328,385,7.6,3.1,2009
2107,1-ha,DIM,2107,33,34,7.8,2.2,2009
2107,1-ha,DIM,2107,331,388,2.1,2.3,2009
2107,1-ha,DIM,2107,332,389,2.2,2.5,2009
2107,1-ha,DIM,2107,333,390,2.15,2.7,2009
2107,1-ha,DIM,2107,335,392,3.2,7.5,2009
2107,1-ha,DIM,2107,336,395,1.34,1.16,2009
2108,1-ha,DIM,2108,339,1,7,8.4,2009
2107,1-ha,DIM,2107,34,35,7.1,8.8,2009
5753,1-ha,PAL,3114,3403,2,4.7,8.3,2009
5753,1-ha,PAL,3114,3404,3,0.2,0.8,2009
5753,1-ha,PAL,3114,3405,4,2.7,3.2,2009
5753,1-ha,PAL,3114,3407,7,3.9,9,2009
2108,1-ha,DIM,2108,341,4,4.9,0.4,2009
5753,1-ha,PAL,3114,3410,12,6.1,4.6,2009
5753,1-ha,PAL,3114,3411,13,3.9,8.6,2009
5753,1-ha,PAL,3114,3412,14,6.8,2.2,2009
5753,1-ha,PAL,3114,3415,17,5.7,1.2,2009
5753,1-ha,PAL,3114,3416,18,8.4,8.8,2009
5753,1-ha,PAL,3114,3418,20,6,9.3,2009
5753,1-ha,PAL,3114,3419,22,3.8,5.6,2009
2108,1-ha,DIM,2108,342,5,9.4,6.6,2009
5753,1-ha,PAL,3114,3420,23,5,7.8,2009
5753,1-ha,PAL,3114,3422,25,9.8,0.3,2009
5753,1-ha,PAL,3114,3423,26,4,4.3,2009
5753,1-ha,PAL,3114,3424,27,4.4,5.6,2009
5753,1-ha,PAL,3114,3425,28,4.4,1.7,2009
5753,1-ha,PAL,3114,3426,29,7.3,2.6,2009
5753,1-ha,PAL,3114,3427,30,6.5,4.7,2009
5753,1-ha,PAL,3114,3428,31,8.8,4,2009
2108,1-ha,DIM,2108,343,7,4,0.2,2009
5753,1-ha,PAL,3114,3431,34,2.8,8.5,2009
5753,1-ha,PAL,3114,3432,35,4.5,1.9,2009
5753,1-ha,PAL,3114,3433,36,5.9,1.6,2009
5753,1-ha,PAL,3114,3435,38,8.1,4.5,2009
5753,1-ha,PAL,3114,3436,39,4.3,1,2009
5753,1-ha,PAL,3114,3437,40,3.1,9.5,2009
5753,1-ha,PAL,3114,3438,41,8,0.9,2009
5753,1-ha,PAL,3114,3440,44,5.4,5.7,2009
5753,1-ha,PAL,3114,3441,45,6.1,3.2,2009
5753,1-ha,PAL,3114,3442,46,2.5,4.6,2009
5753,1-ha,PAL,3114,3443,47,8.5,4.3,2009
5753,1-ha,PAL,3114,3445,49,3.5,6,2009
5753,1-ha,PAL,3114,3448,52,5.4,4.8,2009
5753,1-ha,PAL,3114,3449,53,1.6,4.8,2009
5753,1-ha,PAL,3114,3451,55,6.5,5,2009
5753,1-ha,PAL,3114,3452,56,8.6,0.7,2009
5753,1-ha,PAL,3114,3453,57,8.1,0.3,2009
5753,1-ha,PAL,3114,3456,60,6.6,8.1,2009
5753,1-ha,PAL,3114,3458,62,3.5,2.9,2009
5753,1-ha,PAL,3114,3459,63,8,0.1,2009
2108,1-ha,DIM,2108,346,10,7.6,6.3,2009
5753,1-ha,PAL,3114,3460,65,5,0.7,2009
5753,1-ha,PAL,3114,3461,66,2.5,2.7,2009
5753,1-ha,PAL,3114,3463,68,8.6,6.3,2009
5753,1-ha,PAL,3114,3465,70,3.3,7.6,2009
5753,1-ha,PAL,3114,3467,72,0.4,1.4,2009
5753,1-ha,PAL,3114,3468,73,1.1,4.9,2009
5753,1-ha,PAL,3114,3469,412,6.3,9.1,2009
5753,1-ha,PAL,3114,3472,77,7.6,7.7,2009
5753,1-ha,PAL,3114,3473,78,1.9,9.4,2009
5753,1-ha,PAL,3114,3475,80,3.4,1.6,2009
5753,1-ha,PAL,3114,3476,81,5.7,4.5,2009
5753,1-ha,PAL,3114,3477,82,4.9,2.8,2009
5753,1-ha,PAL,3114,3479,84,1.6,1.6,2009
2108,1-ha,DIM,2108,348,12,2,7,2009
5753,1-ha,PAL,3114,3480,85,5.8,5.6,2009
5753,1-ha,PAL,3114,3484,90,3.4,10,2009
5753,1-ha,PAL,3114,3485,91,9.3,7.5,2009
5753,1-ha,PAL,3114,3486,92,2.6,1.9,2009
5753,1-ha,PAL,3114,3487,93,6.8,8.1,2009
5753,1-ha,PAL,3114,3488,94,4.6,4.2,2009
2108,1-ha,DIM,2108,349,13,2.3,1.4,2009
5753,1-ha,PAL,3114,3490,96,4.7,6.5,2009
5753,1-ha,PAL,3114,3492,99,5.5,8.8,2009
5753,1-ha,PAL,3114,3493,100,0.1,9.3,2009
5753,1-ha,PAL,3114,3495,102,8.4,2.3,2009
5753,1-ha,PAL,3114,3496,103,6.5,4.8,2009
5753,1-ha,PAL,3114,3498,105,2.3,7.5,2009
5753,1-ha,PAL,3114,3499,106,6.2,9.3,2009
5753,1-ha,PAL,3114,3501,108,4.2,8.7,2009
5753,1-ha,PAL,3114,3503,110,1.1,1.3,2009
5753,1-ha,PAL,3114,3504,111,9.7,3.9,2009
5753,1-ha,PAL,3114,3506,113,0.5,9.1,2009
5753,1-ha,PAL,3114,3508,115,7.6,9.3,2009
5753,1-ha,PAL,3114,3509,117,7.1,3.7,2009
2108,1-ha,DIM,2108,351,15,8.8,1.4,2009
5753,1-ha,PAL,3114,3510,118,1.5,3.8,2009
5753,1-ha,PAL,3114,3511,119,4.7,4.4,2009
5753,1-ha,PAL,3114,3513,121,6.5,0.6,2009
5753,1-ha,PAL,3114,3514,122,0.3,1.7,2009
5753,1-ha,PAL,3114,3515,123,6.2,6.4,2009
5753,1-ha,PAL,3114,3516,124,0.1,6.3,2009
5753,1-ha,PAL,3114,3518,126,7,9.3,2009
5753,1-ha,PAL,3114,3519,127,0.7,4.6,2009
2108,1-ha,DIM,2108,352,16,8.4,6.1,2009
5753,1-ha,PAL,3114,3521,130,4.5,8.4,2009
5753,1-ha,PAL,3114,3523,133,6.4,1.8,2009
5753,1-ha,PAL,3114,3524,134,4.1,1.2,2009
5753,1-ha,PAL,3114,3525,144,0.8,0.9,2009
5753,1-ha,PAL,3114,3528,153,2.7,8.2,2009
5753,1-ha,PAL,3114,3529,156,6.5,6.5,2009
5753,1-ha,PAL,3114,3530,157,0.8,7.8,2009
5753,1-ha,PAL,3114,3532,160,8.5,8,2009
5753,1-ha,PAL,3114,3533,164,2.4,10,2009
5753,1-ha,PAL,3114,3536,167,6.3,9.4,2009
5753,1-ha,PAL,3114,3541,175,7.6,6.4,2009
5753,1-ha,PAL,3114,3542,176,9.6,1.7,2009
5753,1-ha,PAL,3114,3543,177,7.5,1.9,2009
5753,1-ha,PAL,3114,3544,179,9.4,8.6,2009
5753,1-ha,PAL,3114,3546,187,6.6,1,2009
5753,1-ha,PAL,3114,3547,188,6.9,1,2009
2108,1-ha,DIM,2108,355,18,2.3,3.3,2009
5753,1-ha,PAL,3114,3550,193,3.3,8.9,2009
5753,1-ha,PAL,3114,3553,196,4.4,2.2,2009
5753,1-ha,PAL,3114,3556,200,7,3.9,2009
5753,1-ha,PAL,3114,3558,202,4.2,6.2,2009
5753,1-ha,PAL,3114,3559,203,5.3,3.8,2009
2108,1-ha,DIM,2108,356,19,6.3,1.5,2009
5753,1-ha,PAL,3114,3563,207,6.7,8.4,2009
5753,1-ha,PAL,3114,3564,208,3.4,1.5,2009
5753,1-ha,PAL,3114,3566,210,2,6.8,2009
5753,1-ha,PAL,3114,3568,212,9.5,7.5,2009
5753,1-ha,PAL,3114,3576,220,5.7,5.1,2009
5753,1-ha,PAL,3114,3581,225,0.9,7.7,2009
2108,1-ha,DIM,2108,359,22,6.5,6.4,2009
5753,1-ha,PAL,3114,3599,243,5.7,8.8,2009
2107,1-ha,DIM,2107,36,37,3,2.3,2009
5753,1-ha,PAL,3114,3600,244,8.4,7.7,2009
5753,1-ha,PAL,3114,3610,254,1.3,4.6,2009
5753,1-ha,PAL,3114,3611,255,2.4,6.6,2009
5753,1-ha,PAL,3114,3614,258,7.9,4.3,2009
5753,1-ha,PAL,3114,3617,261,3.5,8.8,2009
2108,1-ha,DIM,2108,362,25,7.8,3.2,2009
5753,1-ha,PAL,3114,3622,266,1.3,2.3,2009
5753,1-ha,PAL,3114,3626,271,5.7,7.6,2009
2108,1-ha,DIM,2108,364,27,8.8,9.1,2009
5753,1-ha,PAL,3114,3640,285,0,8.1,2009
2108,1-ha,DIM,2108,365,28,7.4,8.2,2009
5753,1-ha,PAL,3114,3654,301,5.1,4.8,2009
5753,1-ha,PAL,3114,3672,319,1.6,4.7,2009
5753,1-ha,PAL,3114,3677,323,8.3,3.2,2009
5753,1-ha,PAL,3114,3679,325,6.9,1.13,2009
5753,1-ha,PAL,3114,3685,331,0.33,0.35,2009
2108,1-ha,DIM,2108,369,32,6.5,4.2,2009
5753,1-ha,PAL,3114,3692,339,2.2,3.4,2009
5753,1-ha,PAL,3114,3698,345,8.3,6.3,2009
2107,1-ha,DIM,2107,37,38,8.7,3.3,2009
5753,1-ha,PAL,3114,3702,349,4.8,6.4,2009
5753,1-ha,PAL,3114,3703,351,3.73,1.05,2009
5753,1-ha,PAL,3114,3706,354,0.9,0.4,2009
5753,1-ha,PAL,3114,3707,355,7.3,4.7,2009
5753,1-ha,PAL,3114,3708,356,8.8,8.15,2009
5753,1-ha,PAL,3114,3711,359,3.27,0.75,2009
5753,1-ha,PAL,3114,3717,364,8.6,1.9,2009
5753,1-ha,PAL,3114,3719,371,4.6,6.4,2009
2108,1-ha,DIM,2108,372,35,0.9,5.9,2009
5753,1-ha,PAL,3114,3720,367,3.7,9.8,2009
5753,1-ha,PAL,3114,3721,368,3.65,0,2009
5753,1-ha,PAL,3114,3722,369,5.55,0.05,2009
5753,1-ha,PAL,3114,3723,370,5.6,6.44,2009
5753,1-ha,PAL,3114,3724,372,7.5,5.7,2009
5753,1-ha,PAL,3114,3725,373,6.6,5.4,2009
5753,1-ha,PAL,3114,3726,376,4.07,2.8,2009
5753,1-ha,PAL,3114,3727,377,4.3,7.2,2009
5753,1-ha,PAL,3114,3728,378,5.6,2.95,2009
5753,1-ha,PAL,3114,3729,379,5.75,2.95,2009
5753,1-ha,PAL,3114,3730,380,8.9,5.5,2009
5753,1-ha,PAL,3114,3731,381,5,8.1,2009
5753,1-ha,PAL,3114,3732,382,6.8,3.6,2009
5753,1-ha,PAL,3114,3735,385,4.3,3,2009
5753,1-ha,PAL,3114,3736,386,4.8,4.1,2009
5753,1-ha,PAL,3114,3737,387,6,8.25,2009
5753,1-ha,PAL,3114,3738,388,7.5,7.6,2009
5753,1-ha,PAL,3114,3740,390,9.2,2.75,2009
5753,1-ha,PAL,3114,3741,391,8.45,7.95,2009
5753,1-ha,PAL,3114,3742,392,6.33,6.9,2009
5753,1-ha,PAL,3114,3743,393,9.6,1.9,2009
5753,1-ha,PAL,3114,3744,394,9.7,2,2009
5753,1-ha,PAL,3114,3745,395,8.45,7.85,2009
5753,1-ha,PAL,3114,3746,396,5.95,6.76,2009
5753,1-ha,PAL,3114,3747,397,8.35,6.7,2009
5753,1-ha,PAL,3114,3749,399,6.62,7.27,2009
5753,1-ha,PAL,3114,3750,400,7.9,3.2,2009
5753,1-ha,PAL,3114,3752,403,8.8,7.7,2009
5753,1-ha,PAL,3114,3753,404,6.4,7.2,2009
5753,1-ha,PAL,3114,3754,405,0.2,3.9,2009
5753,1-ha,PAL,3114,3755,406,6.3,6.5,2009
5753,1-ha,PAL,3114,3757,408,8.2,0.1,2009
5753,1-ha,PAL,3114,3758,409,8,9.9,2009
5753,1-ha,PAL,3114,3759,410,8.8,2.7,2009
2108,1-ha,DIM,2108,376,39,4.3,3.5,2009
5753,1-ha,PAL,3114,3761,413,9.86,2.8,2009
5753,1-ha,PAL,3114,3762,414,0.05,9.6,2009
5753,1-ha,PAL,3114,3763,415,9.84,1.5,2009
5753,1-ha,PAL,3114,3764,416,4.9,4,2009
5753,1-ha,PAL,3114,3765,417,3.95,9.7,2009
5753,1-ha,PAL,3114,3766,418,9.5,7.25,2009
5753,1-ha,PAL,3114,3767,419,5.7,4.1,2009
5753,1-ha,PAL,3114,3768,420,5.25,6.25,2009
5753,1-ha,PAL,3114,3769,421,2,3.1,2009
2108,1-ha,DIM,2108,377,40,9,0.2,2009
5753,1-ha,PAL,3114,3770,422,2.1,2.6,2009
5753,1-ha,PAL,3114,3771,423,5.6,4.7,2009
5753,1-ha,PAL,3114,3772,424,5.5,4.5,2009
5753,1-ha,PAL,3114,3773,425,8.4,5.9,2009
5753,1-ha,PAL,3114,3774,426,4.92,7.75,2009
5753,1-ha,PAL,3114,3775,427,2.23,9.6,2009
5753,1-ha,PAL,3114,3776,428,4.3,0.08,2009
5753,1-ha,PAL,3114,3777,429,0.1,0.1,2009
5753,1-ha,PAL,3114,3778,430,0.1,1,2009
5753,1-ha,PAL,3114,3779,431,2,1.2,2009
5753,1-ha,PAL,3114,3780,432,3.4,5.1,2009
5753,1-ha,PAL,3114,3781,433,4.6,5.1,2009
5753,1-ha,PAL,3114,3782,434,8.37,1.8,2009
5753,1-ha,PAL,3114,3783,435,2.63,6.6,2009
5753,1-ha,PAL,3114,3784,437,5.35,6.2,2009
5753,1-ha,PAL,3114,3785,440,8.4,3.8,2009
5753,1-ha,PAL,3114,3786,443,4.8,8.9,2009
5753,1-ha,PAL,3114,3787,445,8.25,1.8,2009
5753,1-ha,PAL,3114,3788,446,5.6,1.35,2009
5753,1-ha,PAL,3114,3789,447,5.5,3.4,2009
5753,1-ha,PAL,3114,3790,453,4.55,2.57,2009
5753,1-ha,PAL,3114,3791,454,8.5,8.5,2009
5753,1-ha,PAL,3114,3792,455,9.7,9.67,2009
5753,1-ha,PAL,3114,3793,456,8.3,6.3,2009
5753,1-ha,PAL,3114,3794,458,9.8,8.63,2009
5753,1-ha,PAL,3114,3795,459,0.1,8.3,2009
5753,1-ha,PAL,3114,3796,460,1.8,5.7,2009
5753,1-ha,PAL,3114,3797,461,5.4,8,2009
5753,1-ha,PAL,3114,3798,462,5.6,7.85,2009
5753,1-ha,PAL,3114,3799,463,6.9,4.7,2009
2107,1-ha,DIM,2107,38,39,5.6,2.4,2009
2108,1-ha,DIM,2108,380,45,9.5,6.7,2009
5753,1-ha,PAL,3114,3800,464,9.55,3.8,2009
5753,1-ha,PAL,3114,3801,465,9.35,3.8,2009
5753,1-ha,PAL,3114,3802,466,9.6,3.75,2009
5753,1-ha,PAL,3114,3803,467,9.55,3.9,2009
5753,1-ha,PAL,3114,3804,468,4,3.9,2009
5753,1-ha,PAL,3114,3806,470,7.9,2.6,2009
5753,1-ha,PAL,3114,3807,471,4.25,6.9,2009
5756,CF,EST,1501,3808,1,0.5,0.2,2009
5756,CF,EST,1501,3809,3,6.2,8,2009
2108,1-ha,DIM,2108,381,46,8.3,5.2,2009
5756,CF,EST,1501,3810,4,1.3,3.3,2009
5756,CF,EST,1501,3811,5,4.7,4.4,2009
5756,CF,EST,1501,3812,6,0.6,1.4,2009
5756,CF,EST,1501,3814,8,6.1,3.2,2009
5756,CF,EST,1501,3816,10,3.5,5.7,2009
5756,CF,EST,1501,3817,11,8.1,2.2,2009
5756,CF,EST,1501,3818,13,0.2,5.1,2009
5756,CF,EST,1501,3819,14,4.1,3,2009
5756,CF,EST,1501,3820,15,4.5,7.7,2009
5756,CF,EST,1501,3821,16,0.4,2.3,2009
5756,CF,EST,1501,3822,16,5,8.2,2009
5756,CF,EST,1501,3823,17,7.3,6.2,2009
5756,CF,EST,1501,3824,18,3.6,10,2009
5756,CF,EST,1501,3825,19,3.9,0.5,2009
5756,CF,EST,1501,3826,20,2,5,2009
5756,CF,EST,1501,3827,21,0.2,2.1,2009
5756,CF,EST,1501,3828,22,2.1,1,2009
5756,CF,EST,1501,3829,23,0.2,5.1,2009
5756,CF,EST,1501,3830,24,0.7,6.2,2009
5756,CF,EST,1501,3831,25,0.9,3.4,2009
5756,CF,EST,1501,3832,26,4.6,5.8,2009
5756,CF,EST,1501,3834,28,5,3.1,2009
5756,CF,EST,1501,3835,29,5.4,2.9,2009
5756,CF,EST,1501,3838,31,0.7,0.5,2009
5756,CF,EST,1501,3839,32,1,2.9,2009
2108,1-ha,DIM,2108,384,49,2.1,1.4,2009
5756,CF,EST,1501,3840,33,0.1,3.6,2009
5756,CF,EST,1501,3841,34,4.3,9.5,2009
5756,CF,EST,1501,3842,35,6.8,0.2,2009
5756,CF,EST,1501,3843,36,0.2,1,2009
5756,CF,EST,1501,3844,37,3.1,6.6,2009
5756,CF,EST,1501,3845,38,8.9,6.8,2009
5756,CF,EST,1501,3846,39,1.9,7.3,2009
5756,CF,EST,1501,3847,40,4.9,0.2,2009
5756,CF,EST,1501,3848,41,8.9,9,2009
5756,CF,EST,1501,3849,42,6.3,4.7,2009
2108,1-ha,DIM,2108,385,50,4.3,7.4,2009
5756,CF,EST,1501,3850,43,2.9,9.5,2009
5756,CF,EST,1501,3851,44,7.5,9.8,2009
5756,CF,EST,1501,3852,45,1.3,6.6,2009
5756,CF,EST,1501,3853,46,9.5,4.6,2009
5756,CF,EST,1501,3854,47,1.1,4.8,2009
5756,CF,EST,1501,3855,48,0.8,9.1,2009
5756,CF,EST,1501,3856,49,7.8,4.1,2009
5756,CF,EST,1501,3857,50,3.5,9,2009
5756,CF,EST,1501,3858,51,1.3,9.2,2009
5756,CF,EST,1501,3859,52,3.3,3.4,2009
5756,CF,EST,1501,3860,53,5.9,0.6,2009
5756,CF,EST,1501,3862,55,9,3.4,2009
5756,CF,EST,1501,3863,56,4.8,8,2009
5756,CF,EST,1501,3864,57,1.7,1.4,2009
5756,CF,EST,1501,3865,58,4.6,9.2,2009
5756,CF,EST,1501,3866,59,0.1,8.9,2009
5756,CF,EST,1501,3867,60,8.3,6.6,2009
5756,CF,EST,1501,3868,61,9,7.3,2009
5756,CF,EST,1501,3870,63,6.7,4.9,2009
5756,CF,EST,1501,3871,64,2.3,4.8,2009
5756,CF,EST,1501,3872,65,6.8,0.9,2009
5756,CF,EST,1501,3873,66,3.6,1.8,2009
5756,CF,EST,1501,3874,67,6.9,8.8,2009
5756,CF,EST,1501,3875,68,3.4,8.9,2009
5756,CF,EST,1501,3876,69,9.3,6.8,2009
5756,CF,EST,1501,3877,70,1.3,2.1,2009
5756,CF,EST,1501,3879,72,3.2,4.1,2009
5756,CF,EST,1501,3880,73,1.5,8.9,2009
5756,CF,EST,1501,3881,74,1.3,2.3,2009
5756,CF,EST,1501,3882,75,2.5,3,2009
5756,CF,EST,1501,3883,76,3.4,6.7,2009
5756,CF,EST,1501,3885,78,7.3,3.5,2009
5756,CF,EST,1501,3886,79,0.3,1,2009
5756,CF,EST,1501,3887,80,9.6,8.1,2009
5756,CF,EST,1501,3888,81,5.8,7.5,2009
5756,CF,EST,1501,3889,82,2.2,4.6,2009
5756,CF,EST,1501,3890,83,2.2,1.9,2009
5756,CF,EST,1501,3891,84,3,3.7,2009
5756,CF,EST,1501,3892,85,6.4,5.5,2009
5756,CF,EST,1501,3893,86,1.4,4.9,2009
5756,CF,EST,1501,3894,87,2,5.6,2009
5756,CF,EST,1501,3896,89,7.8,7.3,2009
5756,CF,EST,1501,3897,90,6.2,5.7,2009
5756,CF,EST,1501,3898,91,1.2,0.4,2009
5756,CF,EST,1501,3899,92,6,4.5,2009
2107,1-ha,DIM,2107,39,365,6,2.15,2009
5756,CF,EST,1501,3900,93,1.4,6,2009
5756,CF,EST,1501,3901,94,2.2,0.2,2009
5756,CF,EST,1501,3902,95,1.8,1.2,2009
5756,CF,EST,1501,3903,96,6.7,9.9,2009
5756,CF,EST,1501,3904,97,6.6,2.8,2009
5756,CF,EST,1501,3905,98,0.3,1.8,2009
5756,CF,EST,1501,3906,99,1.6,5.5,2009
5756,CF,EST,1501,3907,100,2,9.6,2009
5756,CF,EST,1501,3908,101,9.5,2.4,2009
5756,CF,EST,1501,3909,102,2.2,1.2,2009
2108,1-ha,DIM,2108,391,56,5.8,2.2,2009
5756,CF,EST,1501,3910,103,1.9,8.4,2009
5756,CF,EST,1501,3911,104,9,8.4,2009
5756,CF,EST,1501,3912,105,4.8,1.2,2009
5756,CF,EST,1501,3914,107,10,1.4,2009
5756,CF,EST,1501,3915,108,8.2,0.9,2009
5756,CF,EST,1501,3916,109,7.5,9.3,2009
5756,CF,EST,1501,3917,110,8.3,9,2009
5756,CF,EST,1501,3918,111,5.6,7.6,2009
5756,CF,EST,1501,3919,112,8.3,9.6,2009
2108,1-ha,DIM,2108,392,57,8.8,8.3,2009
5756,CF,EST,1501,3920,113,6,7.4,2009
5756,CF,EST,1501,3922,115,9.3,9,2009
5756,CF,EST,1501,3923,116,3.6,2.9,2009
5756,CF,EST,1501,3924,117,6.8,4,2009
5756,CF,EST,1501,3925,118,5.2,3.9,2009
5756,CF,EST,1501,3927,120,7.2,5.1,2009
5756,CF,EST,1501,3928,121,4.7,3.5,2009
2108,1-ha,DIM,2108,393,58,0.1,3.2,2009
5756,CF,EST,1501,3930,123,6.1,5.7,2009
5756,CF,EST,1501,3931,124,1.6,2.9,2009
5756,CF,EST,1501,3932,125,2.3,5.8,2009
5756,CF,EST,1501,3933,126,8.1,6,2009
5756,CF,EST,1501,3934,127,4.7,3,2009
5756,CF,EST,1501,3935,128,7.2,1.6,2009
5756,CF,EST,1501,3936,129,2.6,7.2,2009
5756,CF,EST,1501,3937,130,3,4.7,2009
5756,CF,EST,1501,3940,133,5.3,2.8,2009
5756,CF,EST,1501,3941,134,9,6.5,2009
5756,CF,EST,1501,3942,135,0.7,2.2,2009
5756,CF,EST,1501,3943,136,8.6,3,2009
5756,CF,EST,1501,3944,138,7.2,3,2009
5756,CF,EST,1501,3945,139,8.6,6.9,2009
5756,CF,EST,1501,3946,140,2.1,4,2009
5756,CF,EST,1501,3948,142,0.8,4.6,2009
5756,CF,EST,1501,3949,143,1.2,3,2009
5756,CF,EST,1501,3950,144,4.2,3.6,2009
5756,CF,EST,1501,3952,146,3.8,7.8,2009
5756,CF,EST,1501,3953,147,6.5,2.8,2009
5756,CF,EST,1501,3954,148,7,1.3,2009
5756,CF,EST,1501,3955,149,3.5,5.6,2009
5756,CF,EST,1501,3956,150,1.7,4.7,2009
5756,CF,EST,1501,3957,152,6.5,5.1,2009
5756,CF,EST,1501,3959,154,1.8,4,2009
2108,1-ha,DIM,2108,396,61,5.4,6,2009
5756,CF,EST,1501,3960,155,4,7,2009
5756,CF,EST,1501,3961,156,5.7,5.8,2009
5756,CF,EST,1501,3962,157,5.5,4.5,2009
5756,CF,EST,1501,3963,158,0.7,10,2009
5756,CF,EST,1501,3964,159,4.5,1.1,2009
5756,CF,EST,1501,3965,160,3.3,0.3,2009
5756,CF,EST,1501,3966,161,8.3,1.1,2009
5756,CF,EST,1501,3967,162,2.9,5,2009
5756,CF,EST,1501,3968,163,1.2,9.1,2009
5756,CF,EST,1501,3969,164,2.5,1,2009
2108,1-ha,DIM,2108,397,62,0.5,5,2009
5756,CF,EST,1501,3970,165,0.1,8.1,2009
5756,CF,EST,1501,3971,166,4.2,6.5,2009
5756,CF,EST,1501,3973,169,6.5,4.9,2009
5756,CF,EST,1501,3974,170,1.2,4.1,2009
5756,CF,EST,1501,3975,171,2.5,7.7,2009
5756,CF,EST,1501,3976,172,4.1,2.6,2009
5756,CF,EST,1501,3977,173,4.2,2.7,2009
5756,CF,EST,1501,3978,174,4.8,5.8,2009
5756,CF,EST,1501,3979,175,2.9,5.4,2009
2108,1-ha,DIM,2108,398,63,1.6,4.3,2009
5756,CF,EST,1501,3981,177,0.4,9,2009
5756,CF,EST,1501,3982,178,5.9,6.2,2009
5756,CF,EST,1501,3983,179,6.1,9.1,2009
5756,CF,EST,1501,3984,180,0.5,8.4,2009
5756,CF,EST,1501,3985,181,6.7,0.9,2009
5756,CF,EST,1501,3986,182,8.5,3.6,2009
5756,CF,EST,1501,3987,183,3.6,3.3,2009
5756,CF,EST,1501,3988,184,6.4,3.1,2009
5756,CF,EST,1501,3989,185,3.8,3.4,2009
5756,CF,EST,1501,3992,188,3.4,2,2009
5756,CF,EST,1501,3993,189,0.4,9.6,2009
5756,CF,EST,1501,3994,190,3.9,2.7,2009
5756,CF,EST,1501,3995,191,6,7.2,2009
5756,CF,EST,1501,3996,192,1,5.8,2009
5756,CF,EST,1501,3997,193,1.9,3.2,2009
5756,CF,EST,1501,3998,194,0.7,5.9,2009
5756,CF,EST,1501,3999,195,2.7,2.8,2009
2108,1-ha,DIM,2108,400,65,7.4,1,2009
5756,CF,EST,1501,4000,196,4.9,2.6,2009
5756,CF,EST,1501,4001,197,1,4.1,2009
5756,CF,EST,1501,4002,198,3.1,3.1,2009
5756,CF,EST,1501,4003,199,7,2.6,2009
5756,CF,EST,1501,4005,201,3.1,2.8,2009
5756,CF,EST,1501,4006,202,8.6,2.3,2009
5756,CF,EST,1501,4007,203,7.1,8.1,2009
5756,CF,EST,1501,4008,204,8.4,4.5,2009
5756,CF,EST,1501,4009,205,1.3,6.2,2009
5756,CF,EST,1501,4010,206,1.7,1.1,2009
5756,CF,EST,1501,4011,207,3,1.1,2009
5756,CF,EST,1501,4012,208,0.8,1.2,2009
5756,CF,EST,1501,4013,209,7.9,2.5,2009
5756,CF,EST,1501,4014,210,10,2.3,2009
5756,CF,EST,1501,4016,212,5.2,3.4,2009
5756,CF,EST,1501,4017,213,8.1,3.6,2009
5756,CF,EST,1501,4018,214,0.1,2.7,2009
5756,CF,EST,1501,4019,215,4.9,4.2,2009
